"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"ERCC-00165",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00168",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00170",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00171",0,0,0,0,0,0,0,0,0,0,0,0
"EU599041",1349,1235,1192,916,899,449,664,891,399,134,94,43
"Eaf1",2702,2711,2222,1819,3144,1446,2597,3166,2217,2345,2389,2508
"Eaf2",31,35,38,19,66,29,47,52,31,32,32,43
"Eapp",787,1061,874,657,1332,574,1070,1257,958,1173,1185,1052
"Ear1",0,0,0,0,0,0,0,0,0,0,0,0
"Ear10",0,0,0,0,0,0,0,0,0,1,0,0
"Ear12",0,0,0,0,0,0,0,0,0,0,0,0
"Ear14",0,0,0,0,0,0,0,0,0,0,0,0
"Ear2",0,0,0,0,0,0,0,0,0,0,0,0
"Ear3",0,0,0,0,0,0,0,0,0,0,0,0
"Ear4",0,0,0,0,0,0,0,0,0,0,0,0
"Ear6",0,0,0,0,0,0,0,0,0,0,0,0
"Ear7",0,0,0,0,0,0,0,0,0,0,0,0
"Ears2",570,666,630,517,720,353,724,840,619,627,729,740
"Ebag9",404,381,384,282,738,356,601,789,621,649,558,527
"Ebf1",121,170,100,63,1378,803,819,924,739,415,215,92
"Ebf2",1,2,3,1,18,7,6,14,23,17,2,7
"Ebf3",2,7,6,3,15,9,11,15,21,70,101,154
"Ebf4",7,7,3,7,44,27,79,65,111,163,212,294
"Ebi3",28,22,13,14,14,11,21,37,6,14,9,6
"Ebna1bp2",2937,3907,3402,2682,4030,1958,3288,3739,2850,2664,3180,2777
"Ebp",390,591,362,287,443,242,436,498,384,543,667,775
"Ebpl",271,300,224,179,341,143,239,314,251,270,284,343
"Ecd",2976,3000,2407,1967,3333,1548,2650,3273,2427,2312,2444,2474
"Ece1",1003,1202,1263,805,2279,1082,1995,2234,1468,1754,2255,3167
"Ece2",313,356,319,235,376,177,354,445,359,387,411,382
"Ecel1",7,11,6,8,14,8,19,16,21,15,6,2
"Ech1",726,875,702,646,409,226,379,526,325,392,470,630
"Echdc1",511,521,444,333,824,358,573,648,707,891,454,476
"Echdc2",605,833,618,464,757,377,701,803,525,540,825,719
"Echdc3",3,6,9,3,7,3,13,14,19,8,9,19
"Echs1",1177,1368,1163,910,1768,880,1568,1895,1452,1355,1455,1530
"Eci1",458,652,533,418,574,281,558,610,426,366,420,457
"Eci2",449,521,454,416,644,314,530,606,537,605,685,770
"Eci3",4,1,2,1,2,0,2,0,2,1,0,0
"Ecm1",94,91,116,58,99,45,92,101,75,99,96,142
"Ecm2",1,1,0,1,3,4,1,1,7,7,3,3
"Ecscr",37,22,28,20,64,31,34,39,65,113,76,89
"Ecsit",1085,1252,1206,848,868,400,781,882,580,545,631,548
"Ect2",10432,9750,8446,6878,6224,3222,5381,6619,4748,3985,3244,3055
"Ect2l",1,2,1,0,6,4,2,11,4,11,8,8
"Eda",84,66,62,48,121,54,98,106,176,351,310,489
"Eda2r",1171,1447,1424,1040,2250,1150,2015,2420,1448,1341,741,779
"Edar",2,0,3,0,2,0,2,3,2,3,1,0
"Edaradd",25,21,11,16,27,18,23,24,37,41,18,23
"Edc3",1209,1571,1247,951,1656,882,1536,1734,1561,1549,1684,1668
"Edc4",3665,4506,3905,2999,4821,2329,4673,5503,4210,4557,5577,6206
"Eddm3b",0,0,0,0,0,0,0,0,0,0,0,0
"Edem1",1567,1905,1388,1094,2853,1524,2427,2760,2443,2786,2434,2978
"Edem2",468,584,493,403,570,256,555,624,507,589,623,723
"Edem3",2267,2488,2083,1546,2800,1429,2165,2622,2119,2099,1801,1950
"Edf1",1162,1597,1341,1088,1914,899,1766,2024,1458,1353,1848,1862
"Edil3",13,22,26,3,52,19,40,49,36,102,88,183
"Edn1",7,9,10,7,23,16,19,49,14,15,16,17
"Edn2",4,5,7,12,9,2,2,2,2,0,1,0
"Edn3",0,0,0,2,19,10,15,15,27,53,49,57
"Ednra",8,6,9,2,30,17,38,69,85,157,134,132
"Ednrb",2,8,4,2,12,9,15,26,16,36,33,74
"Edrf1",1835,2013,1774,1400,2161,1057,1902,2191,1730,1698,1630,1491
"Eea1",1122,1222,895,734,1402,633,1169,1488,805,1037,998,1239
"Eed",4867,5824,4945,4081,2997,1529,2595,3185,2300,2243,1751,1604
"Eef1a1",203294,238811,194716,156441,292703,155896,267216,316289,245335,259732,238916,233536
"Eef1a2",16,22,20,27,108,40,135,131,41,30,79,29
"Eef1akmt1",540,557,532,440,762,422,610,725,536,422,438,462
"Eef1b2",13732,17084,14845,11995,19400,9691,15985,18926,14424,13661,14386,14608
"Eef1d",5683,7644,6849,5691,7339,3505,6546,8050,5667,5889,7158,6504
"Eef1e1",1931,2164,1802,1341,1502,860,1333,1730,1145,995,954,783
"Eef1g",32169,39754,33672,27178,43588,20695,36510,43381,31866,33161,41939,40856
"Eef2",63055,82923,71711,55484,108649,54653,99208,117582,95142,103307,117465,125515
"Eef2k",366,366,333,266,602,282,529,617,527,763,1100,1247
"Eef2kmt",362,365,350,237,264,119,237,279,254,218,219,235
"Eefsec",923,1122,822,605,817,402,750,976,749,774,931,911
"Eepd1",43,30,59,33,76,27,39,67,70,64,90,96
"Efcab1",5,4,17,9,10,5,6,9,7,6,2,1
"Efcab10",36,40,36,39,31,15,39,47,41,23,30,8
"Efcab11",139,141,126,102,114,68,123,133,153,196,181,205
"Efcab12",60,53,54,39,50,23,63,67,33,28,42,27
"Efcab14",1170,1255,974,812,1314,712,1195,1352,1260,1508,1223,1448
"Efcab2",122,177,105,118,120,51,91,90,85,109,89,104
"Efcab3",0,2,0,0,1,1,1,0,2,3,2,0
"Efcab5",5,7,1,4,5,6,2,3,7,15,16,18
"Efcab6",9,13,4,11,12,6,7,9,12,11,3,5
"Efcab7",226,195,231,137,259,141,209,254,323,311,244,241
"Efcab8",4,1,4,3,4,3,6,6,4,3,5,7
"Efcab9",0,1,2,1,12,2,5,3,2,4,2,3
"Efcc1",2,3,1,2,10,4,6,5,7,9,13,6
"Efemp1",8,15,27,10,64,24,78,87,79,102,105,82
"Efemp2",120,137,173,116,306,125,367,346,308,487,674,1002
"Efhb",46,40,42,42,20,7,32,29,30,25,26,23
"Efhc1",35,41,37,31,29,21,38,36,40,49,35,34
"Efhc2",29,26,34,37,51,32,53,46,55,66,52,34
"Efhd1",47,57,41,29,75,43,44,57,93,38,39,25
"Efhd2",221,258,226,186,595,275,521,627,529,543,772,907
"Efl1",1357,1548,1353,978,1697,766,1433,1653,1174,1155,1375,1323
"Efna1",66,47,54,39,77,41,113,126,124,468,646,972
"Efna2",192,195,207,156,497,263,517,598,646,846,938,1069
"Efna3",57,45,45,35,108,61,88,100,172,443,597,665
"Efna4",129,176,202,175,499,231,474,577,557,762,801,871
"Efna5",34,50,65,43,1607,681,1183,1370,1973,2142,1842,2031
"Efnb1",44,48,43,21,258,145,203,298,577,1183,1713,2411
"Efnb2",268,346,604,466,3836,2035,3472,3783,3692,4095,3414,3574
"Efnb3",117,163,115,74,221,123,234,266,534,824,813,961
"Efr3a",2846,2948,2747,2061,4631,2301,3825,4371,3463,3628,2884,2852
"Efr3b",202,238,226,186,608,319,489,578,578,414,368,356
"Efs",438,441,570,462,779,362,930,1218,1194,1236,1249,1484
"Eftud2",8175,10474,8229,6589,9479,5114,8198,9856,8259,8452,8411,7956
"Egf",25,49,56,35,32,14,45,39,44,55,46,50
"Egfbp2",0,0,0,0,0,0,0,0,0,0,0,0
"Egfem1",0,0,0,0,1,2,4,1,5,1,0,0
"Egfl6",58,58,60,36,45,26,41,54,33,26,36,27
"Egfl7",299,380,313,255,531,263,444,531,356,697,659,1260
"Egfl8",2,13,14,12,26,10,36,33,35,32,43,32
"Egflam",0,1,2,1,33,8,9,15,154,401,393,666
"Egfr",79,79,141,60,202,102,197,254,123,199,206,245
"Egln1",1533,1577,976,794,1201,600,1080,1264,3175,6115,5476,6055
"Egln2",640,845,753,619,1313,578,1236,1563,1141,1022,1398,1485
"Egln3",2290,2390,1336,1021,483,295,483,572,1069,2598,2463,2663
"Egr1",515,883,801,646,670,432,590,792,975,925,940,1013
"Egr2",5,9,14,3,32,18,19,27,39,70,38,75
"Egr3",4,7,12,6,32,16,24,30,134,263,150,306
"Egr4",10,7,8,10,8,3,8,10,16,19,20,33
"Ehbp1",813,943,749,583,1041,538,866,1073,964,1167,1204,1228
"Ehbp1l1",416,480,389,299,569,203,412,468,272,322,417,466
"Ehd1",2483,3093,2961,2326,2813,1425,3078,3925,2350,2764,3111,3795
"Ehd2",63,74,119,59,195,88,186,229,167,194,282,390
"Ehd3",154,186,166,130,474,211,375,390,363,293,297,283
"Ehd4",752,945,904,652,1551,719,1357,1663,1200,1098,1091,1075
"Ehf",2,7,5,2,9,4,3,5,32,45,18,29
"Ehhadh",85,91,120,99,103,59,188,283,76,84,88,88
"Ehmt1",2994,3266,3283,2803,4752,2331,4161,4811,4202,4436,5190,5142
"Ehmt2",4551,4836,4438,3747,3995,1971,3731,4556,3583,3861,4873,5401
"Ei24",2150,2585,2135,1645,2423,1270,2371,2812,2105,1848,1837,2110
"Eid1",472,523,420,323,648,333,621,682,1085,1648,976,1153
"Eid2",459,517,466,362,454,226,430,498,486,531,639,638
"Eid2b",179,240,204,162,177,78,185,189,240,254,225,243
"Eid3",84,107,71,70,150,75,89,194,87,66,85,69
"Eif1",10192,12677,9801,7614,12657,6823,10652,13178,9852,9648,6997,8004
"Eif1a",7093,7870,7007,5612,6986,3420,5933,7196,4694,4728,3230,3167
"Eif1ad",1741,2043,1753,1445,1778,834,1566,1825,1637,1801,1804,1779
"Eif1ax",3300,3819,3505,2765,5342,2467,4553,5153,4246,3722,3692,3305
"Eif1b",304,373,323,236,775,354,638,674,770,861,864,1028
"Eif2a",5643,5808,5270,4124,6074,3049,4866,5670,4072,4005,3794,3763
"Eif2ak1",1410,1551,1425,1107,1901,943,1724,2009,1297,1240,1431,1515
"Eif2ak2",812,918,760,549,636,302,593,668,588,617,600,643
"Eif2ak3",813,874,873,606,1075,535,1015,1165,759,776,755,823
"Eif2ak4",990,1203,931,746,1525,709,1286,1482,1360,1553,1681,1822
"Eif2b1",1610,2076,1865,1432,1704,835,1441,1805,1315,1407,1374,1451
"Eif2b2",819,1061,969,754,1159,602,1046,1209,967,939,1069,1056
"Eif2b3",1652,1773,1542,1198,1072,509,1011,1247,855,916,1144,1006
"Eif2b4",1020,1212,971,823,1234,557,1051,1218,970,948,1255,1095
"Eif2b5",3453,4342,3471,2834,4289,2020,3744,4633,3463,3532,3906,3962
"Eif2d",2753,3069,2810,2320,1825,1038,1980,2453,1665,1527,1752,1700
"Eif2s1",9885,10153,9268,7366,10146,5006,8559,9990,6859,6878,6549,5480
"Eif2s2",29238,31932,24081,20649,18062,9411,18546,22871,13075,12207,10190,8231
"Eif2s3x",14880,15406,14087,11015,15221,7616,13407,16064,11119,11290,10246,9800
"Eif2s3y",425,651,152,78,529,399,149,111,591,1022,120,73
"Eif3a",31514,34873,30887,25038,41784,20290,35659,41914,29449,30566,31617,28091
"Eif3b",12851,15944,14502,11386,17122,8309,14913,18488,12420,12232,14454,13859
"Eif3c",17189,18549,16044,12721,18280,8670,16135,18944,14312,14702,17059,17014
"Eif3d",7920,10171,8152,6554,7800,3824,6878,8209,5992,6467,7189,7339
"Eif3e",9908,10734,9569,7519,11400,5618,9000,10671,8448,8302,6031,5977
"Eif3f",4237,5532,4609,3592,6236,3133,5955,6965,6193,6564,7434,7887
"Eif3g",3948,5432,4444,3807,4927,2196,4339,5025,3619,3594,4601,4396
"Eif3h",5780,6240,5717,4477,6465,3370,6179,6987,5411,6013,6726,7071
"Eif3i",3474,4359,3709,2961,4473,2264,4082,4746,3890,4226,3934,4368
"Eif3j1",0,1,0,0,1,1,0,0,0,0,0,0
"Eif3j2",0,0,0,0,0,0,0,0,0,0,0,0
"Eif3k",3790,4587,3913,3133,4388,2212,4392,5028,3647,3773,3820,3848
"Eif3l",9695,10959,9575,7518,10955,5336,10173,12479,8116,7953,9745,9591
"Eif3m",5149,5840,4916,3834,6101,3116,4796,5755,4463,4584,3272,3300
"Eif4a1",51896,62634,47639,38592,59654,32502,50054,58529,45849,42968,38596,34223
"Eif4a2",18320,18271,15228,12319,18037,8313,16282,18834,12644,13553,10770,10154
"Eif4a3",6220,7266,5583,4405,5803,2932,4805,5520,4821,4790,4992,4986
"Eif4b",27039,31012,26690,21026,31782,16193,26325,30205,25333,28335,29404,30067
"Eif4e",5863,6046,5373,4239,6886,3589,5863,6944,5335,5201,3988,3814
"Eif4e1b",3,7,10,5,2,0,2,8,1,3,2,0
"Eif4e2",3359,4331,3189,2605,3249,1664,2787,3442,2565,2527,3051,2884
"Eif4e3",53,59,59,42,249,124,236,244,266,287,264,274
"Eif4ebp1",5781,6997,5594,4522,3696,1981,4149,4831,2833,3046,4834,4719
"Eif4ebp2",2518,2866,2595,2091,3131,1499,3222,3756,3282,3122,3362,3547
"Eif4ebp3",288,367,305,230,445,217,398,519,367,367,404,453
"Eif4enif1",3252,3721,2954,2338,4921,2565,4107,4656,4137,4406,4236,4552
"Eif4g1",29053,32364,29858,23549,39943,19115,35785,42447,30640,31360,39241,38587
"Eif4g2",48633,52272,44982,36320,62492,31971,51795,60528,51287,47991,40412,40504
"Eif4g3",2263,1800,3334,2853,5835,2425,6793,8284,5610,6031,8021,8059
"Eif4h",5407,7308,6959,5294,11917,5341,10754,13297,9404,9720,9888,10042
"Eif5",11635,13561,11294,9141,14814,7458,12315,14910,11185,10045,7205,7222
"Eif5a",25160,30845,25559,20166,34243,18223,30725,35429,27927,26470,23610,22613
"Eif5a2",583,616,598,431,1810,889,1404,1572,1143,1052,480,479
"Eif5b",8241,8956,8027,6727,8949,4272,8388,9748,6734,7981,8747,8092
"Eif6",2023,2676,2158,1736,2358,1203,2231,2585,2139,2034,2087,2108
"Elac1",213,242,177,108,271,135,225,252,279,303,259,257
"Elac2",1960,2480,1955,1505,1971,1164,1563,1992,1635,1500,1563,1540
"Elane",0,0,0,0,1,0,1,0,0,0,0,0
"Elavl1",6913,7096,6608,5128,9096,4793,7954,9302,7465,7136,7230,7241
"Elavl2",1221,1442,1330,999,2201,1109,1939,2323,1370,873,567,415
"Elavl3",490,677,461,390,508,256,534,526,414,174,197,38
"Elavl4",133,156,105,106,129,71,49,60,106,102,25,16
"Eldr",16,18,17,17,28,17,21,37,37,65,22,44
"Elf1",633,475,449,357,905,346,679,848,673,908,1003,1644
"Elf2",1244,1342,1113,889,1731,888,1628,1971,1880,2367,2490,2779
"Elf3",924,1153,956,781,461,236,946,1420,467,742,866,952
"Elf4",278,291,137,111,125,60,92,115,99,160,253,339
"Elf5",5,8,6,5,1,0,6,7,5,8,11,9
"Elfn1",3,4,6,7,50,34,63,85,39,29,42,18
"Elfn2",5,2,5,2,9,4,8,4,2,5,11,6
"Elk1",676,720,602,490,983,499,956,1122,815,837,942,913
"Elk3",232,184,205,165,209,126,181,224,263,469,445,647
"Elk4",460,555,438,318,781,405,646,695,629,684,728,819
"Ell",871,1099,779,611,958,499,913,1044,755,863,1126,1161
"Ell2",1550,1628,1162,998,4009,2057,2814,3273,2758,1728,1421,844
"Ell3",252,228,240,176,395,219,391,376,329,238,220,237
"Elmo1",1042,1044,1062,832,2262,1089,1771,2084,1612,1606,1368,1655
"Elmo2",943,1030,923,787,1314,624,1358,1589,1329,1428,1510,1749
"Elmo3",187,191,198,174,209,83,206,214,201,260,282,365
"Elmod1",0,1,1,0,2,0,2,0,10,5,1,1
"Elmod2",478,517,355,276,675,359,541,579,856,1080,589,684
"Elmod3",156,135,113,110,189,81,171,252,193,249,273,292
"Elmsan1",1964,2224,1802,1433,2280,1227,2324,2712,2369,2661,3447,3572
"Eln",7,10,12,12,37,25,33,53,17,27,37,31
"Eloa",1434,1583,1340,1017,2096,986,1788,2188,1744,2065,2274,2419
"Elob",3073,4157,3238,2624,3624,1637,3532,4102,3164,2798,3375,3511
"Eloc",1536,1738,1576,1198,2178,1001,1726,2015,1572,1450,913,813
"Elof1",512,690,586,471,1012,474,894,1072,952,875,989,946
"Elovl1",283,266,225,177,703,330,598,726,512,793,842,1297
"Elovl2",135,153,105,62,394,184,298,267,405,349,273,174
"Elovl3",1,2,2,0,7,2,2,2,0,1,1,0
"Elovl4",310,321,240,201,1414,741,1103,1188,802,664,395,357
"Elovl5",2753,2969,2375,1831,4090,2161,3601,3984,3799,4412,3397,3539
"Elovl6",5178,5713,4651,3655,9234,4589,8418,9778,5843,5942,5336,5037
"Elovl7",324,290,236,143,330,140,299,390,288,255,199,273
"Elp2",3892,4576,3942,3197,4721,2516,4158,4896,4564,5207,5055,5254
"Elp3",3511,3737,2984,2400,4122,1944,3281,4046,3174,3477,3386,3557
"Elp4",657,719,606,502,1040,503,858,1003,928,953,715,806
"Elp5",1036,1228,1014,768,1334,721,1187,1371,1324,1350,1321,1413
"Elp6",215,317,257,184,267,123,244,322,248,255,279,325
"Emb",4086,4186,4611,3348,10622,4996,9883,10881,11960,21123,16039,20721
"Emc1",2027,2134,1846,1451,2608,1286,2354,2900,2249,2331,2576,2700
"Emc10",809,852,812,603,1033,491,1091,1262,1136,1128,1217,1386
"Emc2",1228,1291,1147,888,1173,613,919,982,1013,1072,958,948
"Emc3",560,724,532,395,873,436,745,920,703,648,742,857
"Emc4",595,763,641,468,796,413,703,823,609,665,648,705
"Emc6",1103,1497,1061,854,1293,729,1133,1272,1249,1305,1388,1415
"Emc7",453,492,390,291,641,319,562,614,532,525,525,617
"Emc8",2366,3092,2868,2313,3513,1703,3248,3848,2472,1940,2232,2154
"Emc9",34,42,33,17,38,15,23,38,26,23,31,42
"Emcn",0,0,0,0,4,2,2,2,0,0,1,0
"Emd",1128,1303,1145,927,1336,664,1445,1548,1378,1618,1703,1889
"Eme1",1043,1275,1073,854,1409,755,1306,1547,1273,1263,1347,1236
"Eme2",79,107,110,77,256,87,258,271,287,318,352,388
"Emg1",1986,2982,2303,1885,2809,1484,2315,2665,2058,1859,1761,1791
"Emid1",33,53,46,29,106,66,111,120,143,199,186,220
"Emilin1",165,207,186,139,241,110,188,238,173,332,351,522
"Emilin2",9,17,12,6,67,51,73,105,81,132,250,349
"Emilin3",17,26,11,7,113,43,67,96,56,46,69,38
"Eml1",47,61,67,27,421,219,283,352,904,831,631,713
"Eml2",464,570,639,434,706,370,928,1149,668,779,918,1007
"Eml3",388,465,462,380,919,465,904,1010,854,1125,1253,1536
"Eml4",5776,5803,5268,4096,7210,3703,6212,7125,6175,6046,5884,6122
"Eml5",801,934,744,566,1561,688,1210,1352,1389,1199,930,809
"Eml6",71,58,45,41,61,33,66,96,49,72,58,50
"Emp1",526,987,331,213,25,20,20,8,21,34,25,29
"Emp2",36,47,32,24,100,59,86,68,107,205,187,360
"Emp3",62,59,66,45,25,5,40,36,49,114,123,176
"Emsy",1574,1644,1441,1110,1939,982,1718,2085,1658,1870,1973,2002
"Emx1",0,2,0,1,0,0,1,1,4,0,1,1
"Emx2",2,2,4,0,26,8,6,14,120,122,73,76
"Emx2os",1,0,0,1,2,2,4,2,13,15,6,11
"En1",6,23,7,7,7,12,5,11,45,79,82,29
"En2",137,192,131,121,73,52,68,74,138,134,182,41
"Enah",18985,20333,18295,14059,13000,7265,10312,12402,9964,8490,7097,7230
"Enam",0,0,0,0,1,0,0,0,0,0,0,0
"Enc1",3295,3928,4189,3128,9737,4327,8455,9448,6001,4720,4371,4100
"Endod1",29,34,44,23,190,88,158,198,140,147,131,145
"Endog",172,197,184,145,212,98,198,262,168,148,194,228
"Endou",0,0,0,2,0,0,0,0,0,1,3,3
"Endov",157,204,165,124,404,185,372,399,566,678,657,676
"Eng",315,435,426,354,499,263,506,669,190,129,207,255
"Engase",226,328,266,219,174,79,144,184,192,208,162,182
"Enho",12,24,20,13,105,50,94,123,159,133,114,87
"Enkd1",407,577,500,379,738,310,726,862,740,753,882,926
"Enkur",9,11,11,11,6,4,4,9,18,40,5,4
"Eno1",1,4,1,1,1,0,1,2,2,0,0,0
"Eno1b",2826,3447,2767,2058,3738,1987,3492,3890,3750,3624,3805,4108
"Eno2",79,97,72,41,246,108,170,193,224,357,590,670
"Eno3",307,372,326,250,438,232,378,410,465,532,599,808
"Eno4",30,39,37,21,45,25,55,68,52,67,35,52
"Enoph1",1270,1401,1186,983,1571,772,1334,1670,1114,979,1079,1050
"Enox1",2711,2700,2726,2191,610,328,403,472,280,112,160,99
"Enox2",342,380,314,213,335,178,273,324,310,386,325,296
"Enpep",0,0,1,0,3,0,2,2,3,7,4,16
"Enpp1",41,27,45,14,50,29,51,50,41,44,31,54
"Enpp2",56,57,146,94,2622,1117,2463,2592,1188,438,491,145
"Enpp3",2160,2161,2725,2124,4859,2227,3922,4568,3232,1235,919,263
"Enpp4",365,364,340,285,242,107,282,416,98,55,53,30
"Enpp5",97,88,137,74,325,121,298,356,302,306,207,218
"Enpp6",0,0,0,0,1,0,0,0,0,0,0,0
"Enpp7",0,0,0,0,0,0,0,0,0,0,0,0
"Ensa",1674,1818,1615,1229,1678,729,1429,1696,1597,1786,1514,1513
"Enthd1",0,1,1,0,0,0,0,1,0,0,0,0
"Entpd1",1,1,0,3,3,4,1,7,8,11,54,65
"Entpd2",17,17,18,9,35,22,50,63,36,13,28,21
"Entpd3",3,5,6,7,4,2,3,9,4,4,7,5
"Entpd4",0,0,0,0,0,0,0,0,0,0,0,0
"Entpd5",230,259,167,123,244,121,220,255,277,286,291,278
"Entpd6",622,692,606,482,882,440,792,971,828,900,837,804
"Entpd7",282,312,277,224,473,265,427,510,430,505,449,541
"Entpd8",0,0,0,0,0,0,0,1,1,1,0,0
"Eny2",411,519,464,383,1108,470,856,1034,824,749,628,516
"Eogt",298,295,259,172,464,217,430,562,362,630,708,686
"Eomes",346,437,217,152,609,382,1084,1449,3212,8239,12159,8568
"Ep300",7281,7496,6792,5672,10348,5101,9647,11711,7962,7791,8762,9406
"Ep400",5555,6827,5427,4395,7139,3605,6972,8601,7068,7249,8203,8699
"Epas1",2458,2857,2458,2028,1189,771,1206,1443,823,490,612,1168
"Epb41",1701,1742,1474,1235,3311,1566,2906,3335,3642,4230,4932,5618
"Epb41l1",1198,1232,1110,827,1109,596,863,1100,803,798,1007,1123
"Epb41l2",4574,5027,4576,3637,5759,2811,5393,6401,3699,4187,4544,4562
"Epb41l3",336,360,326,283,1484,807,1485,1598,1558,2514,2377,2893
"Epb41l4a",2413,2603,2051,1689,1531,831,1658,2159,1175,866,1063,930
"Epb41l4aos",311,714,579,383,625,242,536,585,486,535,407,314
"Epb41l4b",274,306,272,231,347,152,363,451,254,240,233,189
"Epb41l5",881,973,836,675,2726,1330,2361,2702,2230,2292,2226,2706
"Epb42",0,3,1,0,0,1,0,0,0,22,10,57
"Epc1",1063,1284,1103,866,1858,901,1491,1989,1402,1317,1517,1546
"Epc2",2204,2310,1938,1600,2691,1405,2323,2681,1848,2067,2091,2380
"Epcam",3985,4092,4496,3466,7143,3284,6181,6997,4659,3069,3485,2865
"Epdr1",231,266,163,123,420,199,322,326,441,470,354,316
"Epg5",1146,1231,973,748,1379,623,979,1287,917,873,972,1074
"Epgn",2,0,3,1,4,1,11,10,5,6,3,9
"Epha1",224,226,303,238,1686,836,1698,1928,1609,2161,2049,985
"Epha10",18,15,7,7,18,5,19,10,23,21,12,9
"Epha2",3020,3680,3304,2337,3656,1920,3088,4007,2651,2097,2169,1680
"Epha3",2,2,5,1,67,18,31,44,36,19,25,18
"Epha4",1239,1408,1729,1156,991,544,852,1142,1831,2551,2211,3162
"Epha5",1,0,1,0,22,8,13,12,33,21,25,12
"Epha6",0,1,0,0,18,9,24,21,2,2,2,5
"Epha7",190,195,188,139,935,437,810,983,2068,1825,833,621
"Epha8",42,49,47,27,166,97,142,145,135,54,40,21
"Ephb1",0,1,3,3,87,47,48,52,211,99,114,84
"Ephb2",681,637,719,535,898,493,840,1054,1340,1694,1614,2005
"Ephb3",692,780,702,562,871,419,870,1075,893,1229,1516,1995
"Ephb4",1049,1237,1132,836,2551,1214,2428,2537,2531,3022,3619,4371
"Ephb6",26,31,31,12,223,111,219,236,241,262,250,279
"Ephx1",145,147,146,89,41,32,53,98,42,32,36,26
"Ephx2",376,571,298,209,438,302,343,462,313,247,226,198
"Ephx3",3,1,9,6,31,22,37,51,5,5,26,42
"Ephx4",5,14,7,3,24,5,20,25,21,10,12,9
"Epm2a",14,8,8,7,7,3,5,6,24,49,56,40
"Epm2aip1",1443,1359,1302,1025,2062,832,1701,1715,2565,3764,1944,2344
"Epn1",1522,1755,1609,1306,2145,1035,2211,2521,2100,2279,3282,3409
"Epn2",1588,1915,2065,1078,2028,1102,2616,1956,1647,1709,2577,1827
"Epn3",1,2,2,0,58,42,80,131,32,22,89,112
"Epo",7,0,0,2,11,5,14,12,5,4,2,2
"Epop",4385,6009,3499,3192,2665,1298,2512,2930,2084,1891,2961,2774
"Epor",50,62,58,38,103,49,110,97,121,219,209,315
"Eppin",0,0,0,0,1,0,0,1,0,0,0,0
"Eppk1",1060,905,797,624,475,197,425,521,277,255,252,236
"Eprs",19594,21200,16909,13531,16045,8422,13714,15960,12728,13722,14116,13763
"Eps15",1834,1780,1400,1022,2675,1354,2235,2607,2205,2467,2022,2531
"Eps15l1",2905,3162,2754,2294,3578,1705,3380,4059,3440,3922,4811,5237
"Eps8",724,877,758,673,1001,562,812,1058,670,546,462,432
"Eps8l1",6,11,24,8,45,21,60,61,58,74,135,178
"Eps8l2",177,197,288,231,492,201,946,1428,336,257,592,638
"Eps8l3",0,0,0,0,0,0,0,0,0,0,0,1
"Epsti1",0,0,0,0,1,1,0,0,0,1,0,0
"Epx",8,19,16,6,5,4,1,6,3,4,3,6
"Epyc",0,0,0,0,0,0,0,0,0,0,0,0
"Eqtn",0,2,0,2,14,7,4,3,3,3,3,8
"Eral1",609,808,612,463,758,435,659,809,650,753,679,772
"Erap1",118,153,155,116,763,421,642,780,924,720,743,449
"Eras",697,882,703,638,579,259,532,543,528,356,194,109
"Erbb2",251,311,278,233,816,386,664,770,1243,1461,1925,2359
"Erbb3",900,1211,1443,1114,1830,784,2541,3314,1147,805,1185,1099
"Erbb4",0,0,1,0,9,4,11,18,34,30,20,4
"Erbin",1297,1231,1075,760,2816,1303,2508,2707,2769,3043,2506,2888
"Erc1",2874,3349,2377,1887,3524,1851,3062,3636,3174,3491,3661,4177
"Erc2",305,354,262,221,326,168,301,389,342,242,249,195
"Ercc1",425,465,462,362,644,296,583,714,531,546,622,569
"Ercc2",951,1142,1034,860,1224,595,1090,1421,996,975,1351,1288
"Ercc3",1534,1832,1581,1263,1998,1014,1729,2132,1294,1208,1525,1521
"Ercc4",576,754,656,520,762,326,709,923,629,583,574,613
"Ercc5",730,846,779,602,1603,738,1403,1676,1424,1733,1788,1892
"Ercc6",1720,1583,1539,1240,1559,724,1484,1852,1332,1366,1324,1276
"Ercc6l",2287,2365,2301,1703,2941,1363,2629,3022,1995,1930,1701,1585
"Ercc6l2",2943,3219,2788,2151,3300,1566,2815,3127,2498,2453,1987,2220
"Ercc8",523,585,490,361,523,279,492,489,458,401,404,369
"Erdr1",5095,5961,5671,4955,9609,4647,8487,11380,8747,9939,13130,15361
"Ereg",27,23,63,18,6,1,7,3,0,1,1,0
"Erf",4001,4541,2610,2298,1890,945,2200,2513,1940,2233,2731,2890
"Erfe",73,92,78,58,152,87,148,176,143,140,202,159
"Erg",6,7,5,7,24,12,17,28,23,93,98,213
